いきます,行きます,去,3.62666,4.874362
きます,来ます,來,4.874362,6.464964
かえります,帰ります,回,6.464964,8.24891
がっこう,学校,學校,8.24891,10.036879
スーパー,,超市,10.036879,11.762775
えき,駅,車站,11.762775,13.496653
ひこうき,飛行機,飛機,13.496653,15.211271
ふね,船,船,15.211271,16.677372
でんしゃ,電車,電車,16.677372,18.279603
ちかてつ,地下鉄,地下鐵,18.279603,19.998105
しんかんせん,新幹線,新幹線,19.998105,21.952695
バス,,公車、巴士,21.952695,23.558117
タクシー,,計程車,23.558117,25.180279
じてんしゃ,自転車,自行車、腳踏車,25.180279,26.936993
あるいて,歩いて,步行,26.936993,28.724983
ひと,人,人,28.724983,30.189208
ともでち,友達,朋友,30.189208,31.911925
かれ,彼,他、男朋友,31.911925,33.455974
かのじょ,彼女,她、女朋友,33.455974,34.963045
かぞく,家族,家人、家屬,34.963045,36.649577
ひとりで,一人で,一個人、自己,36.649577,38.34494
せんしゅう,先週,上週、上星期,38.34494,40.539027
こんしゅう,今週,本週、這星期,40.539027,42.009803
らいしゅう,来週,下週、下星期,42.009803,43.843743
せんげつ,先月,上個月,43.843743,45.805801
こんげつ,今月,這個月,45.805801,47.520554
らいげつ,来月,下個月,47.520554,49.428545
きょねん,去年,去年,49.428545,50.903418
ことし,今年,今年,50.903418,52.729421
らいねん,来年,明年,52.729421,54.254298
・・・ねん,・・・年,…年,54.254298,55.883822
なんねん,何年,幾年,55.883822,57.590385
・・・がつ,・・・月,…月,57.590385,59.076486
なんがつ,何月,幾月,59.076486,60.775126
ついたち,一日,1號,60.775126,62.671326
ふつか,二日,2號、兩天,62.671326,64.357122
みっか,三日,3號、三天,64.357122,66.019783
よっか,四日,4號、四天,66.019783,67.645419
いつか,五日,5號、五天,67.645419,69.440556
むいか,六日,6號、六天,69.440556,71.078027
なのか,七日,7號、七天,71.078027,72.626137
ようか,八日,8號、八天,72.626137,74.303853
ここのか,九日,9號、九天,74.303853,75.92605
とおか,十日,10號、十天,75.92605,77.53948
じゅうよっか,十四日,14號、十四天,77.53948,79.768566
はつか,二十日,20號、二十天,79.768566,81.324716
にじゅうよっか,二十四日,24號、二十四天,81.324716,83.197925
・・・にち,・・・日,…號、…天,83.197925,84.73968
なんにち,何日,幾號、幾天,84.73968,86.690213
いつ,,什麼時候,86.690213,88.226311
たんじょうび,誕生日,生日,88.226311,90.0764
[どうも] ありがとう ございました。,,非常感謝,93.345338,95.371287
どう いたしまして。,,不客氣,95.371287,97.119525
・・・ばんせん,・・・番線,第…號月台,97.119525,98.987641
つぎの,次の,下一個、下一班,98.987641,100.567032
ふつう,普通,普通車,100.567032,102.057071
きゅうこう,急行,快車,102.057071,103.747725
とっきゅう,特急,特快車,103.747725,105.593716
そうですね。,,是啊,109.099997,110.903927
こうしえん,甲子園,甲子園,110.903927,113.724378
おおさかじゅう,大阪城,大阪城,113.724378,115.338416
