わたし,私,我,3.9056,5.100335
あなた,貴方,你、您,5.100335,6.409283
あのひと,あの人,他、她、那個人,6.409283,8.233192
あのかた,あの方,[あのかた]是[あのひと]的禮貌說法,8.233192,10.005882
～さん,,~先生，~小姐、~女士(稱呼人時，為了表示禮貌接在名字後面的接尾詞),10.005882,11.674627
～ちゃん,,代替[～さん]接在小孩子名字後面的接尾詞,11.674627,12.893031
～じん,,~人(表示國籍的接尾詞。例如[美國人]),12.893031,14.379116
せんせい,先生,老師(在指自己的職業時不使用),14.379116,16.294364
きょうし,教師,教師,16.294364,18.066932
がくせい,学生,學生,18.066932,20.036369
かいしゃいん,会社員,公司職員,20.036369,21.762963
しゃいん,社員,公司職員(和公司名一起使用。),21.762963,23.411566
ぎんこういん,銀行員,銀行行員,23.411566,25.299657
いしゃ,医者,醫生,25.299657,26.917889
けんきゅうしゃ,研究者,研究人員,26.917889,28.643751
だいがく,大学,大學,28.643751,30.520955
びょういん,病院,醫院,30.520955,32.25082
だれ,誰,誰(哪位),32.25082,33.678869
どなた,何方,[どなた]是[だれ]的禮貌說法,33.678869,35.33871
...さい,,...歲,35.33871,36.861155
なんさん,,幾歲,36.861155,38.489378
おいくつ,,[おいくつ]是[なんさん]的禮貌說法,38.489378,40.269184
はい,,是、對,40.269184,41.685404
いいえ,,不、不是,41.685404,43.279927
はじめまして,始めまして,初次見面、(自我介紹時，最先講的話),46.786237,48.198989
～から　きました,～から 来ました,是從~來的。,48.198989,50.235034
[どうぞ]よろしく[おねがいします]。,よろしく お願いします,請多關照。/請多指教。(自我介紹時最後講的話),50.235034,53.008763
しつれいですが,失礼ですが,抱歉，請問...,53.008763,54.709502
おなまえは？,お名前は？,您貴姓？您叫什麼名字？,54.709502,56.54341
こちらは　～さんです。,,這位是~。,56.54341,59.929646
アメリカ,,美國,59.929646,62.365604
イギリス,,英國,62.365604,64.083662
インド,,印度,64.083662,65.728262
インドネシア,,印度尼西亞、印尼,65.728262,67.628263
かんこく,韓国,韓國,67.628263,69.428206
タイ,,泰國,69.428206,70.712874
ちゅうごく,中国,中國,70.712874,72.457548
ドイツ,,德國,72.457548,74.075807
にほん,日本,日本,74.075807,75.759256
ブラジル,,巴西,75.759256,77.326668
アイエムシー,IMC,IMC,77.326668,79.315878
パワーでんき,パワー電気,動力電器,79.315878,81.20792
ブラジルエアー,,巴西航空公司,81.20792,83.480019
エーケーシー,AKC,AKC研究中心,83.480019,85.383986
こうべびょういん,神戸病院,神戶醫院,85.383986,87.423617
さくらだいがく,櫻大学,櫻花大學,87.423617,89.752922
ふじだいがく,富士大学,富士大學,89.752922,91.653779
