わたしは　マイク・ミラーです。,,,5.083892,7.309789
サントスさんは　学（がく）生（せい）じゃ　ありません。,,,9.972191,12.850995
ミラーさんは　会社員（かいしゃいん）ですか。,,,15.318568,17.853504
サントスさんも　会社員（かいしゃいん）です。,,,20.39932,22.87272
