わたしは 京（きょう）都（と）へ 行（い）きます。,,,5.418297,7.502201
わたしは タクシーで うちへ 帰（かえ）ります。,,,10.180526,13.098197
わたしは 家（か）族（ぞく）と 日本（にほん）へ 来（き）ますた。,,,15.923473,18.566553
