きのうは　雨（あめ）でした。,,,5.334168,7.849504
きのうは　寒（さむ）かったです。,,,9.997381,12.714513
北（ほっ）海（かい）道（どう）は　九（きゅう）州（しゅう）より　大（おお）きいです。,,,15.337868,18.704801
わたしは　１年（ねん）で　夏（なつ）が　いちばん　好（す）きです。,,,21.054021,24.893318
