1,京（きょう）都（と）は　静（しず）かでしたか。,5.299364,7.288691
,いいえ、　静（しず）かじゃ　ありませんでした。,7.288691,10.295687
2,旅（りょ）行（こう）は　楽（たの）しかったですか。,12.772615,15.117886
,はい、　楽（たの）しかったです。,15.117886,17.153062
,天（てん）気（き）は　よかったですか。,17.153062,19.030198
,いいえ、　あまり　よくなかったです。,19.030198,21.905586
3,きのうの　パーティーは　どうでしたか。,24.151486,27.11603
,とても　にぎやかでした。　いろいろな　人（ひと）に　会（あ）いました。,27.11603,31.316796
4,ニューヨークは　大（おお）阪（さか）より　寒（さむ）いですか。,33.721597,36.948729
,ええ、　ずっと　寒（さむ）いです。,36.948729,39.592237
5,空（くう）港（こう）まで　バスと　電（でん）車（しゃ）と　どちらが　速（はや）いですか。,42.00706,46.031722
,電（でん）車（しゃ）の　ほうが　速（はや）いです。,46.031722,48.764092
6,海（うみ）と　山（やま）と　どちらが　好（す）きですか。,50.880671,53.984982
,どちらも　好（す）きです。,53.984982,55.803643
7,日本（にほん）料（りょう）理（り）[　の　中（なか）]で　何（なに）が　いちばん　好（す）きですか。,58.512511,61.515987
,てんぷらが　いちばん　好（す）きです。,61.515987,63.988409
